C:\Users\alexa\Anaconda3\python.exe C:/Users/alexa/PycharmProjects/HaliteBots/evolver.py
Gen 0, 574 s, max_fitness = 0.26666666666666666 using: {'defensive_action_radius': 28.30257569937152, 'max_response': 8, 'safe_docking_distance': 12.558523744843272, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.385, 'central_planet_relative_benefit': 1.0, 'available_ships_for_rogue_mission_trigger': 13, 'zone_dominance_factor_for_docking': 4.200156937446249, 'safety_check_radius': 12.0, 'support_radius': 8.0, 'attack_superiority_ratio': 1.19, 'rush_mode_proximity': 82.0, 'general_approach_dist': 3.7, 'dogfighting_approach_dist': 3.7, 'planet_approach_dist': 3.8511061898179366, 'own_ship_approach_dist': 0.805601795838218, 'tether_dist': 1.375, 'padding': 0.1387334285094013, 'max_horizon': 12.0}
Gen 19, 6490 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 20, 6504 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 21, 7150 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 22, 8928 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 23, 7315 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 24, 7256 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 25, 6194 s, max_fitness = 0.66 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 71.6, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.3324845987543414, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 15, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 11.10945152298814, 'support_radius': 8.0, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 2.542123352719123, 'dogfighting_approach_dist': 4.419633135474228, 'planet_approach_dist': 3.172672213205885, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 9.947189306104525}
Gen 26, 7091 s, max_fitness = 0.69 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 60.62291891230789, 'attacking_relative_benefit': 1.670777187639045, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.7145567114176793, 'rush_mode_proximity': 83.62000902076565, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 3.238437492249326, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 2, 'padding': 0.08885842668032168, 'max_horizon': 9.947189306104525}
Gen 27, 6806 s, max_fitness = 0.69 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 60.62291891230789, 'attacking_relative_benefit': 1.670777187639045, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.7145567114176793, 'rush_mode_proximity': 83.62000902076565, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 3.238437492249326, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 2, 'padding': 0.08885842668032168, 'max_horizon': 9.947189306104525}
Gen 28, 6759 s, max_fitness = 0.69 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 60.62291891230789, 'attacking_relative_benefit': 1.670777187639045, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.7145567114176793, 'rush_mode_proximity': 83.62000902076565, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 3.238437492249326, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 2, 'padding': 0.08885842668032168, 'max_horizon': 9.947189306104525}
Gen 29, 6221 s, max_fitness = 0.69 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 60.62291891230789, 'attacking_relative_benefit': 1.670777187639045, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.7145567114176793, 'rush_mode_proximity': 83.62000902076565, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 3.238437492249326, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 2, 'padding': 0.08885842668032168, 'max_horizon': 9.947189306104525}
Gen 30, 5119 s, max_fitness = 0.69 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 60.62291891230789, 'attacking_relative_benefit': 1.670777187639045, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.7145567114176793, 'rush_mode_proximity': 83.62000902076565, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 3.238437492249326, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 2, 'padding': 0.08885842668032168, 'max_horizon': 9.947189306104525}
Gen 31, 6828 s, max_fitness = 0.69 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 60.62291891230789, 'attacking_relative_benefit': 1.670777187639045, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.7145567114176793, 'rush_mode_proximity': 83.62000902076565, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 3.238437492249326, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 2, 'padding': 0.08885842668032168, 'max_horizon': 9.947189306104525}
Gen 32, 6509 s, max_fitness = 0.69 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 60.62291891230789, 'attacking_relative_benefit': 1.670777187639045, 'defending_relative_benefit': 1.4573911843731437, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.7145567114176793, 'rush_mode_proximity': 83.62000902076565, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.066114571504072, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 3.238437492249326, 'own_ship_approach_dist': 0.018309465735162817, 'tether_dist': 2, 'padding': 0.08885842668032168, 'max_horizon': 9.947189306104525}
Gen 33, 4844 s, max_fitness = 0.71 using: {'defensive_action_radius': 35.526909017066785, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.4890651729741584, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.5915645705424923, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.8432941729977426, 'own_ship_approach_dist': 0.018536113704083392, 'tether_dist': 1, 'padding': 0.09586773027686564, 'max_horizon': 9.947189306104525}
Gen 34, 7158 s, max_fitness = 0.71 using: {'defensive_action_radius': 35.526909017066785, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.4890651729741584, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.5915645705424923, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.8432941729977426, 'own_ship_approach_dist': 0.018536113704083392, 'tether_dist': 1, 'padding': 0.09586773027686564, 'max_horizon': 9.947189306104525}
Gen 35, 5486 s, max_fitness = 0.71 using: {'defensive_action_radius': 35.526909017066785, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.4890651729741584, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.5915645705424923, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.8432941729977426, 'own_ship_approach_dist': 0.018536113704083392, 'tether_dist': 1, 'padding': 0.09586773027686564, 'max_horizon': 9.947189306104525}
Gen 36, 6897 s, max_fitness = 0.71 using: {'defensive_action_radius': 35.526909017066785, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.4890651729741584, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.5915645705424923, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.8432941729977426, 'own_ship_approach_dist': 0.018536113704083392, 'tether_dist': 1, 'padding': 0.09586773027686564, 'max_horizon': 9.947189306104525}
Gen 37, 7336 s, max_fitness = 0.71 using: {'defensive_action_radius': 35.526909017066785, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.4890651729741584, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.5915645705424923, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.8432941729977426, 'own_ship_approach_dist': 0.018536113704083392, 'tether_dist': 1, 'padding': 0.09586773027686564, 'max_horizon': 9.947189306104525}
Gen 38, 7835 s, max_fitness = 0.71 using: {'defensive_action_radius': 35.526909017066785, 'max_response': 13, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.4745565649417456, 'defending_relative_benefit': 1.4890651729741584, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 14, 'zone_dominance_factor_for_docking': 4.0, 'safety_check_radius': 10.587396217067933, 'support_radius': 8.709434065934763, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.0, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.5915645705424923, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.8432941729977426, 'own_ship_approach_dist': 0.018536113704083392, 'tether_dist': 1, 'padding': 0.09586773027686564, 'max_horizon': 9.947189306104525}
Gen 39, 7919 s, max_fitness = 0.73 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 15, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.586301199642463, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 17, 'zone_dominance_factor_for_docking': 3.5506637948556747, 'safety_check_radius': 10.587396217067933, 'support_radius': 9.539650356792974, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.37202764447873, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.063680991335634, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.4298458418631146, 'own_ship_approach_dist': 0.020312912856007535, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 8.463170086309406}
Gen 40, 7001 s, max_fitness = 0.73 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 15, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.586301199642463, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 17, 'zone_dominance_factor_for_docking': 3.5506637948556747, 'safety_check_radius': 10.587396217067933, 'support_radius': 9.539650356792974, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.37202764447873, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.063680991335634, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.4298458418631146, 'own_ship_approach_dist': 0.020312912856007535, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 8.463170086309406}
Gen 41, 6997 s, max_fitness = 0.73 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 15, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.586301199642463, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 17, 'zone_dominance_factor_for_docking': 3.5506637948556747, 'safety_check_radius': 10.587396217067933, 'support_radius': 9.539650356792974, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.37202764447873, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.063680991335634, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.4298458418631146, 'own_ship_approach_dist': 0.020312912856007535, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 8.463170086309406}
Gen 42, 6702 s, max_fitness = 0.73 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 15, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.586301199642463, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 17, 'zone_dominance_factor_for_docking': 3.5506637948556747, 'safety_check_radius': 10.587396217067933, 'support_radius': 9.539650356792974, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.37202764447873, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.063680991335634, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.4298458418631146, 'own_ship_approach_dist': 0.020312912856007535, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 8.463170086309406}
Gen 43, 6552 s, max_fitness = 0.73 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 15, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.586301199642463, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 17, 'zone_dominance_factor_for_docking': 3.5506637948556747, 'safety_check_radius': 10.587396217067933, 'support_radius': 9.539650356792974, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.37202764447873, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.063680991335634, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.4298458418631146, 'own_ship_approach_dist': 0.020312912856007535, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 8.463170086309406}
Gen 44, 7376 s, max_fitness = 0.73 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 15, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.586301199642463, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 17, 'zone_dominance_factor_for_docking': 3.5506637948556747, 'safety_check_radius': 10.587396217067933, 'support_radius': 9.539650356792974, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.37202764447873, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.063680991335634, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.4298458418631146, 'own_ship_approach_dist': 0.020312912856007535, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 8.463170086309406}
Gen 45, 7801 s, max_fitness = 0.73 using: {'defensive_action_radius': 40.41784443102191, 'max_response': 15, 'safe_docking_distance': 15.209941772875288, 'job_base_benefit': 73.37055105845447, 'attacking_relative_benefit': 1.5, 'defending_relative_benefit': 1.586301199642463, 'central_planet_relative_benefit': 1.0405486998450906, 'available_ships_for_rogue_mission_trigger': 17, 'zone_dominance_factor_for_docking': 3.5506637948556747, 'safety_check_radius': 10.587396217067933, 'support_radius': 9.539650356792974, 'attack_superiority_ratio': 0.8427586758853859, 'rush_mode_proximity': 82.37202764447873, 'fighting_opportunity_merge_distance': 7.303927664460784, 'general_approach_dist': 3.063680991335634, 'dogfighting_approach_dist': 4.8917368254157445, 'planet_approach_dist': 2.4298458418631146, 'own_ship_approach_dist': 0.020312912856007535, 'tether_dist': 1, 'padding': 0.1, 'max_horizon': 8.463170086309406}

Process finished with exit code 1
